,FisrtPara,FirstSente,ParaLoc,SenteLoc,SenteLen,ThematicWords,ProperNouns,StatRatio,Included
0,1,1,0.6283185307179586,3.141592653589793,21,0.746268656716418,2.9629629629629632,2.2222222222222223,1
1,0,1,0.3394819509665946,1.0471975511965976,23,2.158273381294964,0.0,2.112676056338028,0
2,0,0,0.3394819509665946,0.5658032516109911,11,6.25,2.941176470588235,0.0,1
3,0,0,0.3394819509665946,0.43578794817037836,20,1.941747572815534,3.8095238095238098,0.0,1
4,0,1,0.26147276890222704,0.5235987755982988,13,1.4492753623188406,11.428571428571429,0.0,0
5,0,0,0.26147276890222704,0.28290162580549555,10,1.7543859649122806,0.0,0.0,0
6,0,0,0.26147276890222704,0.21789397408518918,17,2.9411764705882355,0.0,5.714285714285714,1
7,0,0,0.26147276890222704,0.5183588590714963,20,2.255639097744361,0.0,0.0,1
8,0,0,0.26147276890222704,0.34224699956182586,27,0.5747126436781609,1.1428571428571428,0.0,0
9,0,0,0.26147276890222704,0.14852517299208282,24,0.0,5.442176870748299,4.081632653061225,0
10,0,1,0.6220306308857955,0.6283185307179586,11,3.658536585365854,2.3529411764705883,0.0,1
11,0,0,0.6220306308857955,0.3394819509665946,37,0.46296296296296297,2.7649769585253456,0.0,0
12,0,0,0.6220306308857955,0.26147276890222704,21,0.7874015748031497,1.5625,2.34375,1
13,0,0,0.6220306308857955,0.6220306308857955,25,0.5555555555555556,2.209944751381215,0.0,0
14,0,0,0.6220306308857955,0.41069639947419107,20,0.7692307692307693,1.5267175572519083,0.0,1
15,0,1,0.41069639947419107,0.6283185307179586,20,0.0,5.405405405405405,0.0,0
16,0,0,0.41069639947419107,0.3394819509665946,20,0.0,2.083333333333333,0.0,0
17,0,0,0.41069639947419107,0.26147276890222704,24,0.78125,0.0,0.0,0
18,0,0,0.41069639947419107,0.6220306308857955,30,0.0,1.1560693641618496,0.0,0
19,0,0,0.41069639947419107,0.41069639947419107,21,0.0,4.49438202247191,0.0,0
20,1,1,1.0471975511965976,3.141592653589793,28,2.0,3.9215686274509802,1.9607843137254903,1
21,0,1,0.5658032516109911,0.5235987755982988,23,0.0,4.081632653061225,0.0,0
22,0,0,0.5658032516109911,0.28290162580549555,17,1.0309278350515463,4.081632653061225,0.0,0
23,0,0,0.5658032516109911,0.21789397408518918,12,4.3478260869565215,2.7777777777777777,0.0,1
24,0,0,0.5658032516109911,0.5183588590714963,35,0.47393364928909953,5.660377358490567,0.0,0
25,0,0,0.5658032516109911,0.34224699956182586,35,2.0833333333333335,5.1020408163265305,0.0,1
26,0,0,0.5658032516109911,0.14852517299208282,23,2.2900763358778624,0.0,0.0,1
27,0,0,0.5658032516109911,0.5027439864559993,1,0.0,0.0,0.0,1
28,0,1,0.43578794817037836,0.39269908169872414,10,1.5384615384615385,3.0303030303030303,0.0,0
29,0,0,0.43578794817037836,0.21217621935412165,24,2.6143790849673203,1.2738853503184715,0.0,1
30,0,0,0.43578794817037836,0.16342048056389188,32,0.5882352941176471,0.0,0.0,0
31,0,0,0.43578794817037836,0.3887691443036222,14,0.0,2.2988505747126435,0.0,0
32,0,0,0.43578794817037836,0.2566852496713694,39,0.49504950495049505,2.955665024630542,1.477832512315271,0
33,0,0,0.43578794817037836,0.11139387974406212,22,0.78125,1.550387596899225,0.0,0
34,0,0,0.43578794817037836,0.37705798984199945,41,1.3888888888888888,0.91324200913242,0.0,1
35,0,0,0.43578794817037836,0.29605672297121366,24,0.7142857142857143,2.8368794326241136,2.127659574468085,0
